personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber
76687,Bob,Evans,5/31/25,Butler,USA,74,175,TRUE,FALSE,FALSE,1949,4,
967,Brian,Evans,9/13/73,Indiana,USA,80,967,FALSE,FALSE,FALSE,1996,1,27
76685,Earl,Evans,11/11/55,UNLV,USA,80,202,FALSE,TRUE,FALSE,1978,8,157
1628980,Jacob,Evans,6/18/97,Cincinnati,USA,76,210,TRUE,TRUE,FALSE,2018,1,28
1628393,Jawun,Evans,7/26/96,Oklahoma State,USA,72,1628393,TRUE,FALSE,FALSE,2017,2,39
202379,Jeremy,Evans,10/24/87,Western Kentucky,USA,81,200,FALSE,TRUE,FALSE,2010,2,55
1629037,Keenan,Evans,,,,,,,,,,,
2230,Maurice,Evans,11/8/78,Texas,USA,77,220,TRUE,TRUE,FALSE,-1,-1,-1
76686,Mike,Evans,4/19/55,Kansas State,USA,73,76686,TRUE,FALSE,FALSE,1978,1,21
2501,Reggie,Evans,5/18/80,Iowa,USA,80,245,FALSE,TRUE,TRUE,-1,-1,-1
201936,Tyreke,Evans,9/19/89,Memphis,USA,78,220,TRUE,FALSE,FALSE,2009,1,4
1641787,Tosan,Evbuomwan,,,,,,,,,,,
101137,Daniel,Ewing,3/26/83,Duke,USA,75,185,TRUE,FALSE,FALSE,2005,2,32
121,Patrick,Ewing,8/5/62,Georgetown,Jamaica,84,121,FALSE,FALSE,TRUE,1985,1,1
201607,Patrick,Ewing,5/20/84,Georgetown,USA,80,235,FALSE,TRUE,FALSE,2008,2,43
203957,Dante,Exum,7/13/95,Australian Institute of Sport,Australia,77,214,TRUE,FALSE,FALSE,2014,1,5
201963,Christian,Eyenga,6/22/89,DKV Joventut,Congo,79,210,FALSE,TRUE,FALSE,2009,1,30
56062,Benjamin,Eze,,,,,,,,,,,
203105,Festus,Ezeli,10/21/89,Vanderbilt,Nigeria,83,265,FALSE,FALSE,TRUE,2012,1,30
76689,Johnny,Ezersky,4/4/05,Rhode Island,USA,,,,,,1947,,
76690,Joe,Fabel,9/4/13,Pittsburgh,USA,73,190,FALSE,TRUE,FALSE,-1,-1,-1
203927,CJ,Fair,,,,,,,,,,,
76691,John,Fairchild,4/28/43,Brigham Young,USA,79,205,FALSE,TRUE,FALSE,1965,2,16
1629605,Tacko,Fall,12/10/95,UCF,Senegal,90,311,FALSE,FALSE,TRUE,-1,-1,-1
196295070,Tacko,Fall,,,,,,,,,,,
202820,Jarrid,Famous,,,,,,,,,,,
101253,Olu,Famutimi,,,,,,,,,,,
27009,Ziming,Fan,,,,,,,,,,,
64112,Shuo,Fang,,,,,,,,,,,
76692,Phil,Farbman,4/3/24,City College of New York,USA,73,185,FALSE,TRUE,FALSE,-1,-1,-1
202702,Kenneth,Faried,11/19/89,Morehead State,USA,80,202702,FALSE,TRUE,TRUE,2011,1,22
76693,Dick,Farley,4/13/32,Indiana,USA,76,190,TRUE,FALSE,FALSE,1954,2,15
200770,Jordan,Farmar,11/30/86,UCLA,USA,74,180,TRUE,FALSE,FALSE,2006,1,26
2824,Desmon,Farmer,10/7/81,Southern California,USA,77,220,TRUE,FALSE,FALSE,-1,-1,-1
76695,Jim,Farmer,9/23/64,Alabama,USA,76,190,FALSE,TRUE,FALSE,1987,1,20
76694,Mike,Farmer,9/26/36,San Francisco,USA,79,210,FALSE,TRUE,FALSE,1958,1,3
1108,Tony,Farmer,1/3/70,Nebraska,USA,81,244,FALSE,TRUE,FALSE,-1,-1,-1
203201,Mustapha,Farrakhan,,,,,,,,,,,
76696,Bob,Faught,9/2/21,Notre Dame,USA,77,76696,FALSE,FALSE,FALSE,-22,-22,-22
203543,Vitor,Faverani,5/5/88,Valencia,Brazil,83,260,FALSE,FALSE,TRUE,-1,-1,-1
202324,Derrick,Favors,7/15/91,Georgia Tech,USA,81,265,FALSE,TRUE,FALSE,2010,1,3
201174,Nick,Fazekas,6/17/85,Nevada-Reno,USA,83,235,FALSE,TRUE,FALSE,2007,2,34
1642847,Jeremiah,Fears,,,,,,,,,,,
76697,Dave,Fedor,12/10/40,Florida State,USA,78,190,FALSE,TRUE,FALSE,1962,3,23
76698,Bob,Feerick,1/2/20,Santa Clara,USA,75,76698,FALSE,FALSE,FALSE,-22,-22,-22
76699,Butch,Feher,5/19/54,Vanderbilt,USA,76,76699,TRUE,FALSE,FALSE,1976,2,33
994,Jamie,Feick,7/3/74,Michigan State,USA,80,255,FALSE,TRUE,FALSE,1996,2,48
76701,Ron,Feiereisel,8/6/31,DePaul,USA,75,185,TRUE,FALSE,FALSE,1953,,
76702,George,Feigenbaum,7/2/29,Kentucky,USA,73,76702,FALSE,FALSE,FALSE,-22,-22,-22
76703,Dave,Feitl,6/8/62,Texas-El Paso,USA,83,235,FALSE,FALSE,TRUE,1986,2,43
1627770,Kay,Felder,3/29/95,Oakland,USA,69,176,TRUE,FALSE,FALSE,2016,2,54
1626245,Cristiano,Felicio,7/7/92,Flamengo,Brazil,83,270,FALSE,TRUE,TRUE,-1,-1,-1
43219,Cristiano,Felicio,,,,,,,,,,,
203467,Carrick,Felix,8/17/90,Arizona State,USA,78,201,TRUE,TRUE,FALSE,2013,2,33
101230,Noel,Felix,10/4/81,Fresno State,USA,81,225,FALSE,TRUE,FALSE,-1,-1,-1
76704,Ray,Felix,12/10/30,Long Island-Brooklyn,USA,83,220,FALSE,FALSE,TRUE,1953,1,1
203587,Courtney,Fells,,,,,,,,,,,
101109,Raymond,Felton,6/26/84,North Carolina,USA,73,205,TRUE,FALSE,FALSE,2005,1,5
76705,Jake,Fendley,6/12/29,Northwestern,USA,72,180,TRUE,FALSE,FALSE,1951,3,23
76706,Bill,Fenley,2/8/22,Manhattan,USA,75,190,FALSE,TRUE,FALSE,-1,-1,-1
2850,Anwar,Ferguson,,,,,,,,,,,
2724,Desmond,Ferguson,7/22/77,Detroit,USA,79,210,FALSE,TRUE,FALSE,-1,-1,-1
1628390,Terrance,Ferguson,5/17/98,,USA,78,190,TRUE,FALSE,FALSE,2017,1,21
52605,Lisandro,Fernandez,,,,,,,,,,,
196294533,Rodolfo,Fernandez,,,,,,,,,,,
201164,Rudy,Fernandez,4/4/85,DKV Joventut,Spain,,,,,,2007,1,24
56047,Rudy,Fernandez,,,,,,,,,,,
1628041,Vashil,Fernandez,,,,,,,,,,,
1628981,Bruno,Fernando,8/15/98,Maryland,Anla,82,240,FALSE,TRUE,TRUE,2019,2,34
76707,Eric,Fernsten,11/1/53,San Francisco,USA,82,205,FALSE,FALSE,TRUE,1975,4,62
76708,Al,Ferrari,7/6/33,Michigan State,USA,76,190,TRUE,FALSE,FALSE,1955,3,15
76709,Rolando,Ferreira,5/24/64,Houston,USA,85,240,FALSE,TRUE,FALSE,1988,2,26
273,Duane,Ferrell,2/28/65,Georgia Tech,USA,79,215,FALSE,TRUE,FALSE,-1,-1,-1
1627812,Yogi,Ferrell,5/9/93,Indiana,USA,72,178,TRUE,FALSE,FALSE,-1,-1,-1
76711,Arnie,Ferrin,7/29/25,Utah,USA,76,180,FALSE,TRUE,FALSE,1948,,
76712,Bob,Ferry,5/31/37,St. Louis,USA,80,230,FALSE,FALSE,TRUE,1959,,
198,Danny,Ferry,10/17/66,Duke,USA,82,235,FALSE,TRUE,FALSE,1989,1,2
201178,Kyrylo,Fesenko,12/24/86,Cherkaski,Ukraine,85,280,FALSE,FALSE,TRUE,2007,2,38
202071,Michael,Fey,,,,,,,,,,,
2386,Kimani,Ffriend,,,,,,,,,,,
1642499,Max,Fiedler,2/26/01,Rice,USA,,1642499,FALSE,FALSE,FALSE,-22,-22,-22
76713,Kenny,Fields,2/9/62,UCLA,USA,77,220,FALSE,TRUE,FALSE,1984,1,21
202361,Landry,Fields,6/27/88,Stanford,USA,79,215,TRUE,TRUE,FALSE,2010,2,39
1630835,LJ,Figueroa,3/28/98,Oregon,USA,,1630835,FALSE,FALSE,FALSE,-22,-22,-22
76714,Ron,Filipek,2/5/44,Tennessee Tech,USA,77,205,FALSE,TRUE,FALSE,1967,9,100
196294613,Marko,Filipovity,,,,,,FALSE,TRUE,FALSE,,,
1642271,Kyle,Filipowski,,,,,,FALSE,FALSE,TRUE,,,
76715,Greg,Fillmore,3/7/47,Cheyney,USA,85,240,FALSE,FALSE,TRUE,1970,8,136
76716,Hank,Finkel,4/20/42,Dayton,USA,84,240,FALSE,FALSE,TRUE,1966,2,17
714,Michael,Finley,3/6/73,Wisconsin,USA,79,225,TRUE,TRUE,FALSE,1995,1,21
76717,Danny,Finn,5/27/28,St. John's (NY),USA,73,185,TRUE,FALSE,FALSE,-1,-1,-1
1627827,Dorian,Finney-Smith,,,,,,FALSE,FALSE,FALSE,,,
101217,D'or,Fischer,,,,,,,,,,,
900,Matt,Fish,11/18/69,North Carolina-Wilmington,USA,83,900,FALSE,FALSE,FALSE,1992,2,50
64006,Anthony,Fisher,,,,,,,,,,,
41633,D'or,Fisher,,,,,,,,,,,
965,Derek,Fisher,8/9/74,Arkansas-Little Rock,USA,73,210,TRUE,FALSE,FALSE,1996,1,24
2809,Gerald,Fitch,8/12/82,Kentucky,USA,75,188,TRUE,FALSE,FALSE,-1,-1,-1
1630238,Malik,Fitts,7/4/97,,USA,77,230,FALSE,TRUE,FALSE,-1,-1,-1
76720,Bob,Fitzgerald,3/14/23,Fordham,USA,77,76720,FALSE,TRUE,FALSE,-22,-22,-22
76719,Dick,Fitzgerald,11/18/20,Seton Hall,USA,74,175,FALSE,TRUE,FALSE,-1,-1,-1
2033,Marcus,Fizer,8/10/78,Iowa State,USA,,,,,,2000,1,4
1966938166,Maximo,Fjelurup,,,,,,,,,,,
1642843,Cooper,Flagg,,,,,,FALSE,FALSE,FALSE,,,
1641745,Adam,Flagler,,,,,,,,,,,
1629967,Skyler,Flatten,,,,,,,,,,,
76721,Jerry,Fleishman,2/14/22,New York University,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1
76722,Al,Fleming,4/5/54,Arizona,USA,79,215,FALSE,TRUE,FALSE,1976,2,30
76723,Ed,Fleming,7/25/33,Niagara,USA,75,189,TRUE,FALSE,FALSE,1955,3,16
1642853,Rasheer,Fleming,,,,,,,,,,,
313,Vern,Fleming,2/4/62,Georgia,USA,77,313,TRUE,FALSE,FALSE,1984,1,18
2784,Luis,Flores,4/11/81,Manhattan,USA,74,195,TRUE,FALSE,FALSE,2004,2,55
76725,Bruce,Flowers,6/13/57,Notre Dame,USA,80,225,FALSE,TRUE,FALSE,1979,2,26
202956,Gary,Flowers,,,,,,,,,,,
1642280,Trentyn,Flowers,,,,,,,,,,,
196295069,Jordan,Floyd,,,,,,,,,,,
76726,Sleepy,Floyd,3/6/60,Georgetown,USA,75,170,TRUE,FALSE,FALSE,1982,1,13
201938,Jonny,Flynn,2/6/89,Syracuse,USA,72,185,TRUE,FALSE,FALSE,2009,1,6
1630201,Malachi,Flynn,5/9/98,San Diego State,USA,73,1630201,TRUE,FALSE,FALSE,2020,1,29
76727,Mike,Flynn,7/31/53,Kentucky,USA,74,76727,TRUE,FALSE,FALSE,1975,7,113
203176,Kyle,Fogg,,,,,,,,,,,
76728,Larry,Fogle,3/19/53,Canisius,USA,77,76728,TRUE,FALSE,FALSE,1975,2,34
504,Foirest,Foirest,,,,,,,,,,,
76729,Jack,Foley,4/19/39,Holy Cross,USA,75,170,FALSE,TRUE,FALSE,1962,2,16
1829,Ike,Fontaine,4/16/75,Washington State,USA,,,,,,-1,-1,-1
76731,Levi,Fontaine,11/1/48,Maryland-Eastern Shore,USA,76,76731,TRUE,FALSE,FALSE,1970,5,70
1631323,Simone,Fontecchio,,,,,,,,,,,
202880,Jeff,Foote,7/14/87,Cornell,USA,84,265,FALSE,TRUE,TRUE,-1,-1,-1
1627854,Bryn,Forbes,7/23/93,Michigan State,USA,74,205,TRUE,FALSE,FALSE,-1,-1,-1
201814,Gary,Forbes,2/25/85,Massachusetts,Panama,79,220,FALSE,TRUE,FALSE,-1,-1,-1
1630758,Aleem,Ford,12/22/97,LeonesdePonce,USA,80,220,FALSE,TRUE,FALSE,-1,-1,-1
76732,Alphonso,Ford,10/31/71,Mississippi Valley State,USA,73,76732,FALSE,TRUE,FALSE,1993,2,32
2228,Alton,Ford,5/29/81,Houston,USA,81,280,FALSE,TRUE,FALSE,2001,2,50
76733,Chris,Ford,1/11/49,Villanova,USA,77,190,TRUE,FALSE,FALSE,1972,2,17
76734,Don,Ford,12/31/52,California-Santa Barbara,USA,81,215,FALSE,TRUE,FALSE,1975,6,92
76735,Jake,Ford,4/29/46,Maryland-Eastern Shore,USA,75,180,TRUE,FALSE,FALSE,1970,2,20
1630259,Jordan,Ford,5/26/98,St. Mary's College,USA,73,1630259,TRUE,FALSE,FALSE,-22,-22,-22
76736,Phil,Ford,2/9/56,North Carolina,USA,74,175,TRUE,FALSE,FALSE,1978,1,2
1627880,Quincy,Ford,,,,,,,,,,,
101213,Sharrod,Ford,1/9/82,Clemson,USA,81,101213,FALSE,FALSE,FALSE,-22,-22,-22
726,Sherell,Ford,8/26/72,Illinois-Chicago,USA,79,210,FALSE,TRUE,FALSE,1995,1,26
2551,T.J.,Ford,3/24/83,Texas-Austin,USA,72,165,TRUE,FALSE,FALSE,2003,1,8
76738,Donnie,Forman,1/17/26,New York University,USA,70,175,TRUE,FALSE,FALSE,-1,-1,-1
76739,Bayard,Forrest,7/8/54,Grand Canyon,USA,82,235,FALSE,FALSE,TRUE,1976,2,19
1630235,Trent,Forrest,6/12/98,Florida State,USA,76,210,TRUE,FALSE,FALSE,-1,-1,-1
2218,Joseph,Forte,3/23/81,North Carolina,USA,76,194,TRUE,FALSE,FALSE,2001,1,21
202622,Courtney,Fortson,5/23/88,Arkansas,USA,71,185,TRUE,FALSE,FALSE,-1,-1,-1
1504,Danny,Fortson,3/27/76,Cincinnati,USA,80,260,FALSE,TRUE,TRUE,1997,1,10
76740,Fred,Foster,3/18/46,Miami (Ohio),USA,77,76740,FALSE,TRUE,FALSE,1968,3,28
323,Greg,Foster,10/3/68,Texas-El Paso,USA,83,250,FALSE,FALSE,TRUE,1990,2,35
1902,Jeff,Foster,1/16/77,Southwest Texas State,USA,83,250,FALSE,TRUE,TRUE,1999,1,21
76742,Rod,Foster,10/10/60,UCLA,USA,73,160,TRUE,FALSE,FALSE,1983,2,28
1630701,Michael,Foster Jr.,1/16/03,,USA,80,250,FALSE,TRUE,FALSE,-1,-1,-1
56033,Antonios,Fotsis,,,,,,,,,,,
2238,Antonis,Fotsis,4/1/81,Panathinaikos,Greece,82,2238,FALSE,TRUE,FALSE,2001,2,47
196294576,Dan,Fotu,,,,,,,,,,,
203095,Evan,Fournier,10/29/92,Poitiers Basket 86,France,78,205,TRUE,TRUE,FALSE,2012,1,20
76744,Larry,Foust,6/24/28,La Salle,USA,81,215,FALSE,FALSE,TRUE,1950,1,5
76745,Jerry,Fowler,6/20/27,Missouri,USA,79,230,FALSE,FALSE,TRUE,-1,-1,-1
1762,Tremaine,Fowlkes,4/11/76,Fresno State,USA,80,220,FALSE,TRUE,FALSE,1998,2,54
1628368,De'Aaron,Fox,,,,,,FALSE,FALSE,FALSE,,,
76746,Harold,Fox,8/29/49,Jacksonville,USA,74,175,TRUE,FALSE,FALSE,1972,2,15
76747,Jim,Fox,4/7/43,South Carolina,USA,82,230,FALSE,FALSE,TRUE,1965,8,67
296,Rick,Fox,7/24/69,North Carolina,Canada,79,235,FALSE,TRUE,FALSE,1991,1,24
196295504,Austin,Foxwell,,,,,,,,,,,
196295502,Owen,Foxwell,,,,,,FALSE,FALSE,FALSE,,,
200751,Randy,Foye,9/24/83,Villanova,USA,76,218,TRUE,FALSE,FALSE,2006,1,7
1502,Adonal,Foyle,3/9/75,Colgate,St. Vincent & Grenadines,82,270,FALSE,FALSE,TRUE,1997,1,8
2499,Richie,Frahm,8/14/77,Gonzaga,USA,77,2499,FALSE,FALSE,FALSE,-22,-22,-22
1883,Steve,Francis,2/21/77,Maryland,USA,75,210,TRUE,FALSE,FALSE,1999,1,2
76748,Tellis,Frank,4/26/65,Western Kentucky,USA,82,225,FALSE,TRUE,FALSE,1987,1,14
76749,Nat,Frankel,11/3/13,Brooklyn,USA,72,195,FALSE,TRUE,FALSE,-1,-1,-1
1641848,Armaan,Franklin,11/17/00,Virginia,USA,,1641848,FALSE,FALSE,FALSE,-22,-22,-22
203479,Jamaal,Franklin,7/21/91,San Diego State,USA,77,191,TRUE,FALSE,FALSE,2013,2,41
1629606,Robert,Franks,12/18/96,Washington State,USA,79,1629606,FALSE,FALSE,FALSE,-22,-22,-22
196294101,Robert,Franks,,,,,,FALSE,FALSE,FALSE,,,
204025,Tim,Frazier,11/1/90,Penn State,USA,72,170,TRUE,FALSE,FALSE,-1,-1,-1
76750,Walt,Frazier,3/29/45,Southern Illinois,USA,76,200,TRUE,FALSE,FALSE,1967,1,5
76751,Will,Frazier,8/24/42,Grambling,USA,79,210,FALSE,TRUE,FALSE,1965,2,9
1626187,Michael,Frazier II,3/8/94,Florida,USA,75,200,TRUE,FALSE,FALSE,-1,-1,-1
1628982,Melvin,Frazier Jr.,8/30/96,Tulane,USA,77,215,TRUE,TRUE,FALSE,2018,2,35
76752,Anthony,Frederick,12/7/64,Pepperdine,USA,79,205,FALSE,TRUE,FALSE,1986,6,133
1962937431,Jimmer,Fredette,,,,,,FALSE,FALSE,FALSE,,,
1962937769,Jimmer,Fredette,,,,,,,,,,,
202690,Jimmer,Fredette,2/25/89,Brigham Young,USA,74,195,TRUE,FALSE,FALSE,2011,1,10
76753,World,Free,12/9/53,Guilford,USA,75,185,TRUE,FALSE,FALSE,1975,2,23
202683,Enes,Freedom,5/20/92,Fenerbahce,Turkey,82,250,FALSE,FALSE,TRUE,2011,1,3
200777,Joel,Freeland,2/7/87,Malaga,United Kingdom,82,225,FALSE,TRUE,TRUE,2006,1,30
76754,Donnie,Freeman,7/18/44,Illinois,USA,75,76754,TRUE,FALSE,FALSE,1966,3,29
1642402,Enrique,Freeman,7/29/00,Akron,USA,79,1642402,FALSE,TRUE,FALSE,2024,2,50
76755,Gary,Freeman,7/25/48,Oregon State,USA,81,76755,FALSE,TRUE,FALSE,1970,1,16
76756,Rod,Freeman,11/5/50,Vanderbilt,USA,79,225,FALSE,TRUE,FALSE,1973,11,166
1627887,Trey,Freeman,,,,,,,,,,,
1631241,Javon,Freeman-Liberty,10/20/99,DePaul,USA,75,1631241,TRUE,FALSE,FALSE,-22,-22,-22
2782,Matt,Freije,10/2/81,Vanderbilt,USA,81,249,FALSE,TRUE,FALSE,2004,2,53
76757,Frido,Frey,10/26/21,Long Island-Brooklyn,USA,74,195,FALSE,TRUE,FALSE,-1,-1,-1
42575,Vitaly,Fridzon,,,,,,,,,,,
513,Vitaly,Fridzon,,,,,,,,,,,
76758,Larry,Friend,4/14/35,California,USA,76,185,TRUE,FALSE,FALSE,1957,2,13
76759,Pat,Frink,2/18/45,Colorado,USA,76,195,TRUE,FALSE,FALSE,1968,3,27
43234,Will,Frisby,,,,,,,,,,,
76760,Jim,Fritsche,12/10/31,Hamline,USA,80,210,FALSE,FALSE,TRUE,1953,1,7
1629096,Harry,Froling,,,,,,,,,,,
101112,Channing,Frye,5/17/83,Arizona,USA,84,255,FALSE,TRUE,TRUE,2005,1,8
76761,Bernie,Fryer,12/25/49,Brigham Young,USA,75,185,TRUE,FALSE,FALSE,1972,7,109
76762,Frank,Fucarino,7/24/20,Long Island-Brooklyn,USA,74,175,FALSE,TRUE,FALSE,-1,-1,-1
40037,Gregor,Fucka,,,,,,,,,,,
1641788,Alex,Fudge,5/6/03,Florida,USA,80,1641788,FALSE,TRUE,FALSE,-22,-22,-22
76763,Herm,Fuetsch,7/6/18,Polytechnic HS (CA),USA,72,170,TRUE,FALSE,FALSE,-1,-1,-1
76764,Joe,Fulks,10/26/21,Murray State,USA,77,190,FALSE,TRUE,FALSE,-1,-1,-1
1962937810,Tom,Fullarton,,,,,,,,,,,
2673,Hiram,Fuller,5/13/81,Fresno State,USA,81,240,FALSE,TRUE,FALSE,-1,-1,-1
957,Todd,Fuller,7/25/74,North Carolina State,USA,,,FALSE,FALSE,TRUE,1996,1,11
76765,Tony,Fuller,9/4/58,Pepperdine,USA,76,180,TRUE,FALSE,FALSE,1980,5,93
1628365,Markelle,Fultz,5/29/98,Washington,USA,76,209,TRUE,FALSE,FALSE,2017,1,1
1444,Lawrence,Funderburke,12/15/70,Ohio State,USA,81,230,FALSE,TRUE,FALSE,1994,2,51
1641847,Andrew,Funk,9/21/99,Penn State,USA,77,1641847,FALSE,FALSE,FALSE,-22,-22,-22
1641917,Taylor,Funk,11/6/97,Utah State,USA,,1641917,FALSE,FALSE,FALSE,-22,-22,-22
76767,Terry,Furlow,10/18/54,Michigan State,USA,77,190,TRUE,FALSE,FALSE,1976,1,12
1642277,Johnny,Furphy,,,,,,,,,,,
40031,Roberto,Gabini,,,,,,,,,,,
76768,Billy,Gabor,5/13/22,Syracuse,USA,71,170,TRUE,FALSE,FALSE,1948,,
40061,German,Gabriel,,,,,,,,,,,
42552,German,Gabriel,,,,,,,,,,,
1629117,Wenyen,Gabriel,3/26/97,Kentucky,South Sudan,81,205,FALSE,TRUE,FALSE,-1,-1,-1
203583,Abdul,Gaddy,1/26/92,Washington,USA,,203583,FALSE,FALSE,FALSE,2013,0,0
200390,Cheyne,Gadson,,,,,,,,,,,
2429,Dan,Gadzuric,2/2/78,UCLA,Netherlands,83,240,FALSE,FALSE,TRUE,2002,2,33
202070,Tony,Gaffney,11/14/84,Massachusetts,USA,80,205,FALSE,TRUE,FALSE,-1,-1,-1
1629655,Daniel,Gafford,,,,,,FALSE,FALSE,FALSE,,,
196295500,Guy,Gafnu,,,,,,,,,,,
101184,Deng,Gai,3/22/82,Fairfield,South Sudan,81,250,FALSE,TRUE,FALSE,-1,-1,-1
76769,Elmer R.,Gainer,4/2/05,DePaul,USA,,,,,,1947,,
200510,Charles,Gaines,,,,,,,,,,,
76770,Corey,Gaines,6/1/65,Loyola-Marymount,USA,75,195,TRUE,FALSE,FALSE,1988,3,65
2558,Reece,Gaines,1/7/81,Louisville,USA,78,205,TRUE,FALSE,FALSE,2003,1,15
202178,Sundiata,Gaines,4/18/86,Georgia,USA,73,200,TRUE,FALSE,FALSE,-1,-1,-1
196294555,Akoldah,Gak,,,,,,FALSE,FALSE,TRUE,,,
76771,Mike,Gale,7/18/50,Elizabeth City State,USA,76,185,TRUE,FALSE,FALSE,1971,3,47
76772,Chad,Gallagher,5/30/69,Creighton,USA,82,255,FALSE,FALSE,TRUE,1991,2,32
76773,Harry,Gallatin,4/26/27,Truman State,USA,78,210,FALSE,TRUE,FALSE,1948,,
201568,Danilo,Gallinari,8/8/88,Olimpia Milano,Italy,82,236,FALSE,TRUE,FALSE,2008,1,6
1641945,Jaylin,Galloway,12/21/02,Sydney Kings,Australia,78,1641945,FALSE,FALSE,FALSE,-22,-22,-22
196294110,Kyrin,Galloway,,,,,,,,,,,
204038,Langston,Galloway,12/9/91,St. Joseph's (PA),USA,73,200,TRUE,FALSE,FALSE,-1,-1,-1
76774,Dave,Gambee,4/16/37,Oregon State,USA,78,215,FALSE,TRUE,FALSE,1958,1,6
333,Kevin,Gamble,11/13/65,Iowa,USA,77,210,FALSE,TRUE,FALSE,1987,3,63
6001,Gabriele,Ganeto,,,,,,,,,,,
1629721,JaKeenan,Gant,,,,,,,,,,,
76776,Bob,Gantt,6/22/22,Duke,USA,76,205,FALSE,TRUE,FALSE,-1,-1,-1
200816,Jorge,Garbajosa,12/19/77,Malaga,Spain,81,245,FALSE,TRUE,FALSE,-1,-1,-1
41533,Jorge,Garbajosa,,,,,,,,,,,
2092,Ruben,Garces,10/17/73,Providence,USA,,,FALSE,TRUE,FALSE,-1,-1,-1
2682,Alex,Garcia,3/4/80,Ribeirao Preto,Brazil,75,2682,FALSE,FALSE,FALSE,-22,-22,-22
11001,Ander,Garcia,,,,,,,,,,,
1630615,Dawson,Garcia,,,,,,,,,,,
101128,Francisco,Garcia,12/31/81,Louisville,Dominican Republic,79,215,TRUE,TRUE,FALSE,2005,1,23
196294084,Leandro,Garcia Morales,,,,,,,,,,,
76778,Earl,Gardner,9/18/23,DePauw,USA,75,195,FALSE,TRUE,FALSE,1948,,
1642066,Myron,Gardner,,,,,,,,,,,
201242,Thomas,Gardner,2/8/85,Missouri,USA,77,225,TRUE,FALSE,FALSE,-1,-1,-1
76779,Vern,Gardner,5/14/25,Utah,USA,77,200,FALSE,FALSE,TRUE,1949,1,5
76780,Jack,Garfinkel,6/13/18,St. John's (NY),USA,72,190,TRUE,FALSE,FALSE,-1,-1,-1
1627868,Patricio,Garino,5/17/93,George Washington,Argentina,78,203,TRUE,TRUE,FALSE,-1,-1,-1
1629636,Darius,Garland,,,,,,FALSE,FALSE,FALSE,,,
76781,Gary,Garland,10/12/57,DePaul,USA,76,180,TRUE,FALSE,FALSE,1979,2,30
76782,Winston,Garland,12/19/64,Missouri State,USA,74,76782,TRUE,FALSE,FALSE,1987,2,40
1962937739,Tom,Garlepp,,,,,,,,,,,
76783,Dick,Garmaker,10/29/32,Minnesota,USA,75,200,TRUE,FALSE,FALSE,1955,,
1612,Chris,Garner,2/23/75,Memphis,USA,70,156,TRUE,FALSE,FALSE,-1,-1,-1
76785,Bill,Garnett,4/22/60,Wyoming,USA,81,225,FALSE,TRUE,FALSE,1982,1,4
708,Kevin,Garnett,5/19/76,Farragut Academy HS (IL),USA,83,240,FALSE,TRUE,FALSE,1995,1,5
1831,Marlon,Garnett,7/3/75,Santa Clara,USA,74,186,TRUE,FALSE,FALSE,-1,-1,-1
1628656,Billy,Garrett,10/16/94,DePaul,USA,78,215,TRUE,TRUE,FALSE,-1,-1,-1
76786,Calvin,Garrett,7/11/56,Oral Roberts,USA,79,190,FALSE,TRUE,FALSE,1979,3,47
1051,Dean,Garrett,11/27/66,Indiana,USA,83,250,FALSE,FALSE,TRUE,1988,2,38
203197,Diante,Garrett,11/3/88,Iowa State,USA,76,190,TRUE,FALSE,FALSE,-1,-1,-1
76788,Eldo,Garrett,1/31/47,Southern Illinois,USA,75,185,TRUE,FALSE,FALSE,1969,2,27
1630585,Marcus,Garrett,11/9/98,Kansas,USA,77,205,TRUE,FALSE,FALSE,-1,-1,-1
76789,Rowland,Garrett,7/16/50,Florida State,USA,78,210,FALSE,TRUE,FALSE,1972,5,78
539,Garri,Garri,,,,,,,,,,,
76790,Tom,Garrick,7/7/66,Rhode Island,USA,74,185,TRUE,FALSE,FALSE,1988,2,45
76791,John,Garris,6/6/59,Boston College,USA,80,205,FALSE,TRUE,FALSE,1983,2,27
1619,Kiwane,Garris,9/24/74,Illinois,USA,74,1619,TRUE,FALSE,FALSE,-22,-22,-22
1727,Pat,Garrity,8/23/76,Notre Dame,USA,81,238,FALSE,TRUE,FALSE,1998,1,19
1630586,Usman,Garuba,3/9/02,Real Madrid,Spain,80,229,FALSE,TRUE,FALSE,2021,1,23
76793,Jim,Garvin,2/5/50,Boston University,USA,79,200,FALSE,TRUE,FALSE,1973,17,204
1630568,Luka,Garza,,,,,,,,,,,
201188,Marc,Gasol,1/29/85,FC Barcelona,Spain,83,201188,FALSE,FALSE,TRUE,2007,2,48
2200,Pau,Gasol,7/6/80,FC Barcelona,Spain,84,250,FALSE,TRUE,TRUE,2001,1,3
76794,Frank,Gates,4/12/20,Sam Houston State,USA,72,76794,FALSE,FALSE,FALSE,-22,-22,-22
1629232,Kaiser,Gates,11/8/96,Xavier,USA,79,1629232,FALSE,FALSE,FALSE,-22,-22,-22
423,Chris,Gatling,9/3/67,Old Dominion,USA,,,FALSE,TRUE,FALSE,1991,1,16
